opportunity,code_pair,source_field,target_field,novelty,priority,base_score,prior_contact,mediators,motifs
full history rating system -> agglomeration,N20 -> R11,Economic history,"Urban, rural, and regional economics",Cross-field boundary,0.4016612696647444,0.20336476671155385,0,7,7
retirement decisions -> firm location decisions,J26 -> R30,Labor and demographic economics,"Urban, rural, and regional economics",Cross-field boundary,0.40165867047354376,0.2033619092751453,0,7,7
fdi -> regional policy,F23 -> R58,International economics,"Urban, rural, and regional economics",Cross-field boundary,0.40165410163968257,0.2033464742339221,0,7,7
constitutional reforms -> agglomeration,K10 -> R11,Law and economics,"Urban, rural, and regional economics",Cross-field boundary,0.4016356277866203,0.2033128176065387,0,7,7
housing prices -> dismal economic growth performance of africa,R31 -> O55,"Urban, rural, and regional economics","Economic development, innovation, and growth",Cross-field boundary,0.4016308601558661,0.20486295300621374,0,6,6
commuting costs -> economic indicators,R48 -> E01,"Urban, rural, and regional economics",Macroeconomics and monetary economics,Cross-field boundary,0.4016223852459203,0.2033146885273718,0,7,7
regional policy -> fdi,R58 -> F23,"Urban, rural, and regional economics",International economics,Cross-field boundary,0.40161664270801417,0.20480336877390307,0,6,6
increased immigration -> neighborhood-based cost functions,K37 -> R20,Law and economics,"Urban, rural, and regional economics",Cross-field boundary,0.40161599120695507,0.20478195353260106,0,6,6
zoning regulations -> borrowing constraints,R52 -> F34,"Urban, rural, and regional economics",International economics,Cross-field boundary,0.4016098579549666,0.20197887366211437,0,8,8
lsaps -> agglomeration,C87 -> R11,Mathematical and quantitative methods,"Urban, rural, and regional economics",Cross-field boundary,0.40159598424286297,0.20326174153755708,0,7,7
blockchain technology -> neighborhood-based cost functions,E42 -> R20,Macroeconomics and monetary economics,"Urban, rural, and regional economics",Cross-field boundary,0.4015943869974409,0.20326458360242092,0,7,7
housing prices -> a ban on child labor,R31 -> J88,"Urban, rural, and regional economics",Labor and demographic economics,Cross-field boundary,0.4015595529209332,0.20319905939441815,0,7,7
training -> housing prices,M53 -> R31,Business administration and business economics,"Urban, rural, and regional economics",Cross-field boundary,0.401558685581937,0.2047330307607555,0,6,6
monetary expansion -> location choices,E59 -> R32,Macroeconomics and monetary economics,"Urban, rural, and regional economics",Cross-field boundary,0.40155599591882346,0.20318590386410898,0,7,7
lower tobin's q -> patents,R42 -> O34,"Urban, rural, and regional economics","Economic development, innovation, and growth",Cross-field boundary,0.40154478627789997,0.2031781589295898,0,7,7
public debt -> regional policy,H63 -> R58,Public economics,"Urban, rural, and regional economics",Cross-field boundary,0.40150099639220516,0.20313813452123355,0,7,7
vertical integration -> neighborhood-based cost functions,L22 -> R20,Industrial organization,"Urban, rural, and regional economics",Cross-field boundary,0.4014939111675872,0.20309541517153865,0,7,7
foreign disturbances -> distance to jobs,F59 -> R23,International economics,"Urban, rural, and regional economics",Cross-field boundary,0.40148186823827714,0.20310742394977657,0,7,7
