opportunity,code_pair,source_field,target_field,novelty,priority,base_score,prior_contact,mediators,motifs
economic conditions -> conceptual artists,E66 -> Z11,Macroeconomics and monetary economics,Other special topics,Cross-field boundary,0.41020404064478816,0.20642493251368788,0,18,18
advertising -> systemic risk,M37 -> E44,Business administration and business economics,Macroeconomics and monetary economics,Cross-field boundary,0.41018527774188285,0.21085916069616598,0,12,12
interest rates -> occupational choices,E43 -> J44,Macroeconomics and monetary economics,Labor and demographic economics,Cross-field boundary,0.410139616963214,0.21183862522314753,0,11,11
public education -> monetary policy,H52 -> E52,Public economics,Macroeconomics and monetary economics,Cross-field boundary,0.41009858790255255,0.20626293173860547,0,18,18
central bank independence -> conceptual artists,E58 -> Z11,Macroeconomics and monetary economics,Other special topics,Cross-field boundary,0.4100827879371866,0.2068473204876906,0,17,17
existence of money -> fdi,E40 -> F23,Macroeconomics and monetary economics,International economics,Cross-field boundary,0.41004950590681066,0.2107820324972125,0,12,12
coordination -> firm location decisions,E61 -> R30,Macroeconomics and monetary economics,"Urban, rural, and regional economics",Cross-field boundary,0.4100101254757507,0.20885759264293527,0,14,14
constitutional reforms -> capital accumulation,K10 -> E22,Law and economics,Macroeconomics and monetary economics,Cross-field boundary,0.40989588139873173,0.20787396258203225,0,15,15
cultural factors -> central bank independence,Z10 -> E58,Other special topics,Macroeconomics and monetary economics,Cross-field boundary,0.4098295957857108,0.20952240038938336,0,13,13
economic indicators -> ethnic diversity,E01 -> J15,Macroeconomics and monetary economics,Labor and demographic economics,Cross-field boundary,0.40982953641324793,0.20860348776181267,0,14,14
state policies -> aggregate demand,H79 -> E00,Public economics,Macroeconomics and monetary economics,Cross-field boundary,0.40982048971397944,0.20785280587273058,0,15,15
decline in agricultural employment -> economic stability,J43 -> E63,Labor and demographic economics,Macroeconomics and monetary economics,Cross-field boundary,0.4097960025619611,0.20708226343060196,0,16,16
occupational choices -> aggregate output,J44 -> E10,Labor and demographic economics,Macroeconomics and monetary economics,Cross-field boundary,0.40976382469452466,0.20778861423547842,0,15,15
occupational choices -> monetary policy,J44 -> E52,Labor and demographic economics,Macroeconomics and monetary economics,Cross-field boundary,0.40974982077237226,0.2102292439267991,0,12,12
fixed effects models -> consumption,C23 -> E21,Mathematical and quantitative methods,Macroeconomics and monetary economics,Cross-field boundary,0.40974821219631746,0.21122034739057005,0,11,11
